id,repo_name,full_name,description,language,homepage,html_url,stargazers_count,forks_count,watchers_count,open_issues_count,topics,license_name,created_at,updated_at,pushed_at,size_kb,default_branch,has_wiki,has_pages,has_downloads,archived,disabled,visibility,owner_login,owner_type,owner_avatar_url,windows_support,macos_support,linux_support,platform_notes
770378227,Code-Editor,mukulve/Code-Editor,Lightweight Code Editor ,TypeScript,,https://github.com/mukulve/Code-Editor,56,6,56,0,"[""code-editor"", ""codeeditor"", ""copilot-chat"", ""daisyui"", ""react"", ""rust"", ""tauri"", ""tauri-app""]",MIT License,2024-03-11T12:58:48Z,2025-10-23T08:34:27Z,2025-08-02T16:26:21Z,4067,main,True,False,True,False,False,public,mukulve,User,https://avatars.githubusercontent.com/u/97366719?v=4,True,True,True,Lightweight code editor
377496562,AppFlowy,AppFlowy-IO/AppFlowy,"Bring projects, wikis, and teams together with AI. AppFlowy is the AI collaborative workspace where you achieve more without losing control of your data. The leading open source Notion alternative.",Dart,https://appflowy.com,https://github.com/AppFlowy-IO/AppFlowy,66691,4759,66691,1020,"[""blog"", ""confluence-alternative"", ""content-management"", ""content-services"", ""documentation"", ""flutter"", ""note-taking"", ""notion-alternative"", ""project-management"", ""task-management"", ""team-collaboration"", ""wiki""]",GNU Affero General Public License v3.0,2021-06-16T12:56:48Z,2025-11-27T14:48:36Z,2025-11-16T13:57:58Z,94024,main,False,False,True,False,False,public,AppFlowy-IO,Organization,https://avatars.githubusercontent.com/u/86002201?v=4,True,True,True,AI collaborative workspace
154173536,planify,alainm23/planify,"Task manager with Todoist, Nextcloud & CalDAV support designed for GNOME",Vala,https://useplanify.com/,https://github.com/alainm23/planify,4683,276,4683,149,"[""caldav"", ""gtd"", ""libadwaita"", ""nextcloud"", ""productivity"", ""task-manager"", ""to-do-list"", ""todo"", ""todo-app"", ""todo-list"", ""todoapp"", ""todoist"", ""todoist-api"", ""vala""]",GNU General Public License v3.0,2018-10-22T16:02:34Z,2025-11-27T12:15:26Z,2025-11-27T10:37:02Z,259646,master,False,False,True,False,False,public,alainm23,User,https://avatars.githubusercontent.com/u/33765137?v=4,False,True,True,"Task manager with Todoist, Nextcloud & CalDAV support"
340547520,zed,zed-industries/zed,"Code at the speed of thought – Zed is a high-performance, multiplayer code editor from the creators of Atom and Tree-sitter.",Rust,https://zed.dev,https://github.com/zed-industries/zed,70482,6088,70482,3270,"[""gpui"", ""rust-lang"", ""text-editor"", ""zed""]",Other,2021-02-20T03:01:06Z,2025-11-27T15:08:29Z,2025-11-27T14:10:33Z,331275,main,False,False,True,False,False,public,zed-industries,Organization,https://avatars.githubusercontent.com/u/79345384?v=4,True,True,True,"Zed is a cross‑platform graphical code editor written in Rust; builds are provided for Windows, macOS and Linux."
732742206,cosmic-term,pop-os/cosmic-term,WIP COSMIC terminal emulator,Rust,,https://github.com/pop-os/cosmic-term,505,118,505,188,[],GNU General Public License v3.0,2023-12-17T17:24:30Z,2025-11-24T14:40:50Z,2025-11-25T15:41:59Z,1109,master,True,False,True,False,False,public,pop-os,Organization,https://avatars.githubusercontent.com/u/33131755?v=4,False,False,True,Cosmic‑term is a terminal emulator targeting the COSMIC desktop (Pop!_OS); currently only Linux builds are offered.
630793451,focus,focus-editor/focus,A simple and fast text editor,Jai,,https://github.com/focus-editor/focus,2236,127,2236,104,[],GNU General Public License v3.0,2023-04-21T07:03:17Z,2025-11-27T14:51:18Z,2025-11-25T20:04:25Z,17807,main,False,False,True,False,False,public,focus-editor,User,https://avatars.githubusercontent.com/u/119373822?v=4,True,True,True,"Focus is a simple fast text editor written in Jai; Jai can compile to Windows, macOS and Linux, so the editor is expected to be cross‑platform."
726142008,LuaNodeEditor,SanForgeStudio/LuaNodeEditor,"A powerful and simple visual flow-node IDE for game engines, mods and software. ",Python,https://www.lua-node-editor.com/,https://github.com/SanForgeStudio/LuaNodeEditor,97,13,97,15,"[""flow-node"", ""ide"", ""lua"", ""node-editor"", ""tool"", ""visualprogramming""]",GNU General Public License v3.0,2023-12-01T16:11:30Z,2025-10-27T00:11:54Z,2025-10-19T12:44:16Z,9775,main,True,False,True,False,False,public,SanForgeStudio,Organization,https://avatars.githubusercontent.com/u/145683822?v=4,True,True,True,"LuaNodeEditor is a Python‑based visual flow‑node IDE with a graphical interface; Python GUI toolkits (e.g., Qt, Tkinter) make it runnable on all three major desktop OSes."
77920383,TIC-80,nesbox/TIC-80,"TIC-80 is a fantasy computer for making, playing and sharing tiny games.",C,https://tic80.com,https://github.com/nesbox/TIC-80,5691,569,5691,377,"[""8bit"", ""fantasy-computer"", ""fantasy-console"", ""gamedev"", ""gameengine"", ""retro"", ""tic-80"", ""tic80"", ""tiny""]",MIT License,2017-01-03T13:40:19Z,2025-11-27T10:13:44Z,2025-11-23T10:57:51Z,132187,main,True,True,True,False,False,public,nesbox,User,https://avatars.githubusercontent.com/u/1101448?v=4,True,True,True,"TIC‑80 is a fantasy computer with a graphical UI; official binaries are shipped for Windows, macOS and Linux."
390873100,komorebi,LGUG2Z/komorebi,A tiling window manager for Windows 🍉,Rust,https://lgug2z.github.io/komorebi/,https://github.com/LGUG2Z/komorebi,13361,286,13361,76,"[""autohotkey"", ""palestine"", ""rust"", ""status-bar"", ""tiling-window-manager"", ""whkd"", ""windows""]",Other,2021-07-29T23:20:15Z,2025-11-27T14:58:03Z,2025-11-25T17:02:46Z,9678,master,True,True,True,False,False,public,LGUG2Z,User,https://avatars.githubusercontent.com/u/13164844?v=4,True,False,False,Komorebi is a tiling window manager written in Rust specifically for Windows.
164140756,Files,files-community/Files,A modern file manager that helps users organize their files and folders.,C#,https://files.community,https://github.com/files-community/Files,40480,2531,40480,493,"[""alternatives"", ""csharp"", ""customization"", ""developer-tools"", ""dotnet"", ""file-manager"", ""files"", ""fluent"", ""fluent-design"", ""git"", ""good-first-issue"", ""power-user"", ""productivity"", ""utilities"", ""winappsdk"", ""windows"", ""windows-10"", ""windows-11"", ""winui"", ""xaml""]",MIT License,2019-01-04T18:19:14Z,2025-11-27T15:08:17Z,2025-11-27T04:04:33Z,264748,main,False,False,True,False,False,public,files-community,Organization,https://avatars.githubusercontent.com/u/65931357?v=4,True,False,False,Files is a modern file‑manager built with C#/.NET targeting Windows 10/11 (WinUI); no official macOS or Linux builds.
2851691,dillinger,joemccann/dillinger,"The last Markdown editor, ever.",JavaScript,https://dillinger.io,https://github.com/joemccann/dillinger,8177,1149,8177,126,"[""blog"", ""blogging"", ""editor"", ""ide"", ""javascript"", ""markdown"", ""md"", ""node"", ""nodejs"", ""writing""]",MIT License,2011-11-25T19:17:07Z,2025-11-26T16:40:09Z,2025-04-21T21:52:58Z,15927,master,True,False,True,False,False,public,joemccann,User,https://avatars.githubusercontent.com/u/48234?v=4,True,True,True,Markdown editor with GUI
2701888,kakoune,mawww/kakoune,mawww's experiment for a better code editor,C++,http://kakoune.org,https://github.com/mawww/kakoune,10603,753,10603,912,"[""c-plus-plus"", ""console-application"", ""kakoune"", ""modal-editing"", ""text-editor"", ""vim""]",The Unlicense,2011-11-03T12:43:55Z,2025-11-27T08:59:24Z,2025-11-27T05:30:08Z,43301,master,True,True,True,False,False,public,mawww,User,https://avatars.githubusercontent.com/u/51221?v=4,True,True,True,Text editor with GUI
89822531,Mindustry,Anuken/Mindustry,The automation tower defense RTS,Java,https://mindustrygame.github.io,https://github.com/Anuken/Mindustry,25844,3306,25844,97,"[""android"", ""desktop"", ""game"", ""java"", ""mindustry"", ""mobile-game"", ""multiplatform"", ""rts"", ""sandbox-game"", ""tower-defense""]",GNU General Public License v3.0,2017-04-30T01:24:29Z,2025-11-27T14:02:12Z,2025-11-25T21:27:08Z,1883477,master,False,False,True,False,False,public,Anuken,User,https://avatars.githubusercontent.com/u/10100000?v=4,True,True,True,Game with GUI
678773640,tarkov-stash,angel-git/tarkov-stash,spt tarkov profile stash editor ui,Rust,https://angel-git.github.io/tarkov-stash/,https://github.com/angel-git/tarkov-stash,3,2,3,6,[],,2023-08-15T10:47:41Z,2025-09-18T17:22:20Z,2025-03-17T21:24:03Z,28210,master,False,True,True,False,False,public,angel-git,User,https://avatars.githubusercontent.com/u/1565058?v=4,False,True,False,"Tarkov profile stash editor UI, graphical desktop application for macOS."
674832198,Ice,jordanbaird/Ice,Powerful menu bar manager for macOS,Swift,https://icemenubar.app,https://github.com/jordanbaird/Ice,24287,493,24287,288,"[""macos"", ""macos-app"", ""menu-bar"", ""menubar"", ""menubar-app"", ""status-bar"", ""statusbar"", ""swift"", ""swiftui"", ""utility""]",GNU General Public License v3.0,2023-08-04T22:51:56Z,2025-11-27T15:30:32Z,2025-09-20T20:28:17Z,22524,main,False,False,True,False,False,public,jordanbaird,User,https://avatars.githubusercontent.com/u/90936861?v=4,False,True,False,"Powerful menu‑bar manager for macOS, native GUI app."
1035210905,browser,the-ora/browser,"Less noise, more browsing.",Swift,https://orabrowser.com/,https://github.com/the-ora/browser,1567,51,1567,54,[],GNU General Public License v2.0,2025-08-09T22:25:31Z,2025-11-27T15:29:25Z,2025-11-27T13:12:41Z,4378,main,True,True,True,False,False,public,the-ora,Organization,https://avatars.githubusercontent.com/u/219109863?v=4,False,True,False,Orá browser – a graphical web browser for macOS.
933200785,helium-macos,imputnet/helium-macos,Helium Browser for macOS,C++,,https://github.com/imputnet/helium-macos,866,32,866,9,[],GNU General Public License v3.0,2025-02-15T11:53:58Z,2025-11-27T03:28:23Z,2025-11-25T11:32:53Z,3966,main,True,False,True,False,False,public,imputnet,Organization,https://avatars.githubusercontent.com/u/152056268?v=4,False,True,False,"Helium Browser built for macOS, native GUI application."
933197458,helium,imputnet/helium,"Private, fast, and honest web browser",C++,https://helium.computer,https://github.com/imputnet/helium,7444,136,7444,143,"[""browser"", ""chromium"", ""privacy"", ""web-browser""]",GNU General Public License v3.0,2025-02-15T11:43:15Z,2025-11-27T15:20:46Z,2025-11-27T11:54:00Z,22483,main,False,False,True,False,False,public,imputnet,Organization,https://avatars.githubusercontent.com/u/152056268?v=4,True,True,True,"Helium – private, fast web browser, cross‑platform GUI app."
842766285,s-rack,sharph/s-rack,A modular synthesizer written in Rust,Rust,https://latest.s-rack.app/,https://github.com/sharph/s-rack,48,1,48,9,"[""audio"", ""egui"", ""rust"", ""synth"", ""synthesizer""]",GNU General Public License v3.0,2024-08-15T03:16:51Z,2025-08-14T13:04:07Z,2025-07-21T02:49:59Z,718,main,True,False,True,False,False,public,sharph,User,https://avatars.githubusercontent.com/u/539905?v=4,True,True,True,"GUI application (modular synthesizer written in Rust, uses egui)"
1002125012,vibe-kanban,BloopAI/vibe-kanban,Kanban board to manage your AI coding agents,Rust,https://www.vibekanban.com/,https://github.com/BloopAI/vibe-kanban,6080,609,6080,109,"[""agent"", ""ai-agents"", ""kanban"", ""management"", ""task-manager""]",Apache License 2.0,2025-06-14T19:10:21Z,2025-11-27T15:28:28Z,2025-11-27T15:14:40Z,45809,main,False,False,True,False,False,public,BloopAI,Organization,https://avatars.githubusercontent.com/u/75376775?v=4,True,True,True,GUI application (Kanban board for AI coding agents)
784416534,helix-gpui,polachok/helix-gpui,helix gpui frontend,Rust,,https://github.com/polachok/helix-gpui,511,6,511,7,"[""gui"", ""helix-editor"", ""rust-lang""]",Mozilla Public License 2.0,2024-04-09T20:07:06Z,2025-11-26T14:05:14Z,2024-06-10T08:45:58Z,395,main,False,False,True,False,False,public,polachok,User,https://avatars.githubusercontent.com/u/94035?v=4,True,True,True,GUI frontend (Helix editor GPUI frontend)
201134801,mac-mouse-fix,noah-nuebling/mac-mouse-fix,Mac Mouse Fix - Make Your $10 Mouse Better Than an Apple Trackpad!,Objective-C,https://macmousefix.com/,https://github.com/noah-nuebling/mac-mouse-fix,8414,242,8414,930,"[""3rd-party-mouse"", ""invert-scrolling"", ""mac-mouse"", ""mouse"", ""mouse-events"", ""mousewheel"", ""remap"", ""remapping"", ""scroll"", ""scrolling"", ""smooth-scrolling"", ""symbolic-hotkeys"", ""tools"", ""utility""]",Other,2019-08-07T22:09:17Z,2025-11-27T15:21:20Z,2025-11-27T15:21:16Z,97343,master,False,True,True,False,False,public,noah-nuebling,User,https://avatars.githubusercontent.com/u/40808343?v=4,False,True,False,macOS‑specific utility (Mac Mouse Fix)
592882602,Loop,MrKai77/Loop,Window management made elegant.,Swift,,https://github.com/MrKai77/Loop,9528,203,9528,59,"[""hacktoberfest"", ""macos"", ""macos-app"", ""menu"", ""productivity"", ""radial-menu"", ""swift"", ""swiftui"", ""window-management""]",GNU General Public License v3.0,2023-01-24T18:33:33Z,2025-11-27T15:26:06Z,2025-11-27T07:57:14Z,350839,develop,False,False,True,False,False,public,MrKai77,User,https://avatars.githubusercontent.com/u/68963405?v=4,False,True,False,macOS‑specific app (window‑management utility)
543887043,gamebreaker,steviegt6/gamebreaker,GameMaker reverse-engineering and modding tools.,C#,,https://github.com/steviegt6/gamebreaker,21,3,21,0,[],MIT License,2022-10-01T04:24:11Z,2025-10-03T10:34:36Z,2023-05-13T22:28:13Z,17345,master,False,False,True,False,False,public,steviegt6,User,https://avatars.githubusercontent.com/u/27323911?v=4,True,True,True,Game modding tools (GUI utilities for GameMaker reverse‑engineering)
519577891,upscayl,upscayl/upscayl,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.",TypeScript,https://upscayl.org,https://github.com/upscayl/upscayl,41385,1956,41385,60,"[""ai"", ""electron"", ""esrgan"", ""gigapixel"", ""gigapixel-images"", ""image"", ""image-upscaling"", ""topaz"", ""upscale"", ""upscalerimage"", ""upscayl""]",GNU Affero General Public License v3.0,2022-07-30T17:19:20Z,2025-11-27T14:01:48Z,2025-11-17T21:50:11Z,567613,main,True,False,True,False,False,public,upscayl,Organization,https://avatars.githubusercontent.com/u/112148288?v=4,True,True,True,"This is an AI image upscaler with Electron, suggesting cross-platform support."
915368347,quicknotes,ollien/quicknotes,A notes application that makes taking notes... quick,Rust,,https://github.com/ollien/quicknotes,76,4,76,0,[],"BSD 3-Clause ""New"" or ""Revised"" License",2025-01-11T17:02:47Z,2025-08-14T04:43:59Z,2025-02-09T19:57:01Z,142,main,True,False,True,False,False,public,ollien,User,https://avatars.githubusercontent.com/u/977151?v=4,True,True,True,"This is a notes application with a GUI, suggesting cross-platform support."
475553026,ghostty,ghostty-org/ghostty,"👻 Ghostty is a fast, feature-rich, and cross-platform terminal emulator that uses platform-native UI and GPU acceleration.",Zig,https://ghostty.org,https://github.com/ghostty-org/ghostty,38640,1265,38640,209,[],MIT License,2022-03-29T17:38:26Z,2025-11-27T15:22:19Z,2025-11-27T15:22:14Z,69303,main,False,False,True,False,False,public,ghostty-org,Organization,https://avatars.githubusercontent.com/u/169223740?v=4,True,True,True,This is a terminal emulator with GPU acceleration and cross-platform support.
616616344,tui-journal,AmmarAbouZor/tui-journal,Your journal app if you live in a terminal,Rust,https://crates.io/crates/tui-journal,https://github.com/AmmarAbouZor/tui-journal,646,22,646,15,"[""command-line-interface"", ""command-line-tool"", ""journal"", ""rust"", ""terminal"", ""terminal-app"", ""tui""]",MIT License,2023-03-20T18:30:48Z,2025-11-22T05:02:05Z,2025-10-01T23:03:39Z,4634,main,True,False,True,False,False,public,AmmarAbouZor,User,https://avatars.githubusercontent.com/u/35040531?v=4,True,True,True,This is a terminal-based journal app with TUI support.
260432296,Weylus,H-M-H/Weylus,Use your tablet as graphic tablet/touch screen on your computer.,Rust,,https://github.com/H-M-H/Weylus,8558,336,8558,131,"[""android"", ""android-application"", ""app"", ""browser"", ""ffmpeg"", ""hardware-acceleration"", ""ipados"", ""linux"", ""multi-touch"", ""remote-desktop"", ""rust"", ""screen-mirroring"", ""stylus"", ""tablet"", ""touch-screen"", ""uinput"", ""wayland"", ""webapp"", ""x11"", ""xdg-desktop-portal""]",Other,2020-05-01T10:25:33Z,2025-11-27T13:21:04Z,2025-10-21T09:20:13Z,6056,master,True,False,True,False,False,public,H-M-H,User,https://avatars.githubusercontent.com/u/7461564?v=4,True,True,True,This is a graphic tablet/touch screen app with cross-platform support.
286047827,deskreen,pavlobu/deskreen,Deskreen turns any device with a web browser into a secondary screen for your computer. ⭐️ Star to support our work!,TypeScript,https://deskreen.com,https://github.com/pavlobu/deskreen,19840,1107,19840,11,"[""blueprintjs"", ""darkwire-io"", ""deskreen"", ""easy-to-use"", ""electon-app"", ""electron"", ""electron-react-boilerplate"", ""electronjs"", ""end-to-end-encryption"", ""linuxapp"", ""macosapp"", ""sceen-sharing-to-multiple-devices"", ""second-screen"", ""share-app-window"", ""share-screen"", ""testcafe"", ""typescript"", ""webrtc"", ""wifi"", ""windowsapp""]",GNU Affero General Public License v3.0,2020-08-08T13:24:18Z,2025-11-27T14:58:23Z,2025-11-24T03:35:20Z,11055,master,True,False,True,False,False,public,pavlobu,User,https://avatars.githubusercontent.com/u/14937251?v=4,True,True,True,"This is a screen sharing app with Electron, suggesting cross-platform support."
575395328,valin,marc2332/valin,Cross-platform code editor made with Freya 🦀 and Rust,Rust,,https://github.com/marc2332/valin,282,10,282,13,"[""cross-platform"", ""dioxus"", ""editor"", ""freya"", ""gui"", ""parser"", ""rust""]",MIT License,2022-12-07T12:19:56Z,2025-11-25T20:52:01Z,2025-07-10T07:01:50Z,3688,main,True,False,True,False,False,public,marc2332,User,https://avatars.githubusercontent.com/u/38158676?v=4,True,True,True,Cross‑platform code editor
546129875,rio,raphamorim/rio,A hardware-accelerated GPU terminal emulator focusing to run in desktops and browsers.,Rust,https://rioterm.com,https://github.com/raphamorim/rio,6053,231,6053,281,"[""gpu-acceleration"", ""rio"", ""rio-terminal"", ""rust"", ""rust-lang"", ""terminal"", ""terminal-emulator"", ""terminal-emulators"", ""terminal-ui"", ""vte"", ""wgpu""]",MIT License,2022-10-05T15:18:41Z,2025-11-27T13:27:37Z,2025-11-26T00:51:09Z,318057,main,True,True,True,False,False,public,raphamorim,User,https://avatars.githubusercontent.com/u/3630346?v=4,True,True,True,GPU‑accelerated terminal emulator
1004995740,opcode,winfunc/opcode,"A powerful GUI app and Toolkit for Claude Code - Create custom agents, manage interactive Claude Code sessions, run secure background agents, and more.",TypeScript,https://opcode.sh,https://github.com/winfunc/opcode,18919,1450,18919,302,"[""anthropic"", ""anthropic-claude"", ""claude"", ""claude-4"", ""claude-4-opus"", ""claude-4-sonnet"", ""claude-ai"", ""claude-code"", ""claude-code-sdk"", ""cursor"", ""ide"", ""llm"", ""llm-code"", ""rust"", ""tauri""]",GNU Affero General Public License v3.0,2025-06-19T13:53:26Z,2025-11-27T14:13:19Z,2025-10-16T12:05:56Z,2570,main,True,False,True,False,False,public,winfunc,Organization,https://avatars.githubusercontent.com/u/176251414?v=4,True,True,True,Cross‑platform GUI application (Tauri‑based)
995970461,road_intersection,achnitreda/road_intersection,A traffic intersection simulation built with Rust and SDL2,Rust,,https://github.com/achnitreda/road_intersection,16,4,16,0,"[""rust"", ""sdl2"", ""traffic-light"", ""traffic-simulation""]",,2025-06-04T09:12:10Z,2025-09-30T17:11:25Z,2025-07-05T20:03:55Z,28,main,True,False,True,False,False,public,achnitreda,User,https://avatars.githubusercontent.com/u/93975812?v=4,True,True,True,Cross‑platform traffic‑intersection simulation (SDL2)
889192195,Connection-Machine,Martian-Technologies/Connection-Machine,Connection Machine is an open-source desktop application for designing and simulating digital circuits at scale.,C++,https://connection-machine.com/,https://github.com/Martian-Technologies/Connection-Machine,24,4,24,24,"[""circuit-design"", ""circuit-simulation"", ""circuit-simulator"", ""digital-circuit-design"", ""digital-logic"", ""logic-circuit"", ""logic-circuit-simulator""]",MIT License,2024-11-15T19:42:08Z,2025-11-26T14:05:17Z,2025-11-26T14:05:11Z,23003,main,False,True,True,False,False,public,Martian-Technologies,Organization,https://avatars.githubusercontent.com/u/121317421?v=4,True,True,True,Cross‑platform digital‑circuit design and simulation GUI
80204710,Mos,Caldis/Mos,"一个用于在 macOS 上平滑你的鼠标滚动效果或单独设置滚动方向的小工具, 让你的滚轮爽如触控板  |  A lightweight tool used to smooth scrolling and set scroll direction independently for your mouse on macOS",Swift,http://mos.caldis.me,https://github.com/Caldis/Mos,17951,571,17951,291,"[""homebrew"", ""macos"", ""mouse"", ""osx"", ""reverse"", ""scroll"", ""smooth"", ""smooth-scrolling"", ""smoothscroll"", ""swift""]",Other,2017-01-27T12:12:48Z,2025-11-27T12:05:01Z,2025-11-25T15:02:57Z,61230,master,True,True,True,False,False,public,Caldis,User,https://avatars.githubusercontent.com/u/3529490?v=4,False,True,False,macOS GUI utility for smooth scrolling
1008837384,ccseva,Iamshankhadeep/ccseva,A beautiful macOS menu bar app for tracking your Claude Code usage in real-time.,TypeScript,https://shankhadeep.dev,https://github.com/Iamshankhadeep/ccseva,724,35,724,8,[],MIT License,2025-06-26T07:04:27Z,2025-11-24T17:27:28Z,2025-11-16T13:33:51Z,2495,main,True,False,True,False,False,public,Iamshankhadeep,User,https://avatars.githubusercontent.com/u/24645773?v=4,False,True,False,macOS menu‑bar GUI app
258967860,Graphite,GraphiteEditor/Graphite,"An open source graphics editor for 2025: comprehensive 2D content creation tool suite for graphic design, digital art, and interactive real-time motion graphics — featuring node-based procedural editing",Rust,https://graphite.rs,https://github.com/GraphiteEditor/Graphite,22826,991,22826,415,"[""2d-graphics"", ""animation"", ""art"", ""creative-coding"", ""design"", ""graphic-design"", ""graphics"", ""graphics-editor"", ""image-manipulation"", ""image-processing"", ""motion-design"", ""motion-graphics"", ""node-graph"", ""photo-editor"", ""procedural"", ""procedural-drawing"", ""procedural-generation"", ""svg-editor"", ""vector-graphics""]",Apache License 2.0,2020-04-26T07:29:29Z,2025-11-27T15:21:52Z,2025-11-27T12:45:18Z,44331,master,False,False,True,False,False,public,GraphiteEditor,Organization,https://avatars.githubusercontent.com/u/68179154?v=4,True,True,True,Graphics editor with GUI
440351007,PaperWM.spoon,mogenson/PaperWM.spoon,Tiled scrollable window manager for MacOS,Lua,,https://github.com/mogenson/PaperWM.spoon,999,46,999,9,"[""hammerspoon"", ""lua"", ""macos"", ""osx"", ""paperwm"", ""tiling-window-manager"", ""window-manager""]",MIT License,2021-12-21T01:08:16Z,2025-11-27T02:32:28Z,2025-11-17T06:01:51Z,210,main,True,False,True,False,False,public,mogenson,User,https://avatars.githubusercontent.com/u/900731?v=4,False,True,False,Tiled scrollable window manager for MacOS
